Starting run from scratch
Starting run from scratch
Starting run from scratch
0,train,0.12241461965117705,0.737622520640478,0.7174616181937225,0.7517788059034642,374.7914638519287,7460,2717326336,2868903936,20
0,val,0.05208560576954485,0.8884985559705865,0.8653748214955553,0.9035359613364957,62.90607929229736,1288,618644992,2868903936,20
1,train,0.04984431411059411,0.8910077757392335,0.8705167069823,0.9039603420179698,366.99775218963623,7460,2717357056,2868903936,20
1,val,0.04950739296538277,0.8881562276066975,0.87817319938046,0.8946050972958448,62.55371809005737,1288,618675712,2868903936,20
2,train,0.04532203741105438,0.9003665875888633,0.8808375857225476,0.9125845875643241,366.11359548568726,7460,2717357056,2868903936,20
2,val,0.041514310475341085,0.9074964631828342,0.8931589423475281,0.9167553936371592,62.07493305206299,1288,618675712,2868903936,20
3,train,0.04247192408484534,0.9066073357908109,0.8881920135136623,0.9180432640613337,368.1635580062866,7460,2717357056,2868903936,20
3,val,0.042429324715955584,0.9034877032898242,0.8947757887177293,0.9090124335203945,62.26307821273804,1288,618675712,2868903936,20
4,train,0.04022161991778718,0.9110858967149267,0.8931040680677278,0.922214721237893,365.66374921798706,7460,2717357056,2868903936,20
4,val,0.039326850807943306,0.915113628506438,0.8974010935624296,0.9265636436008011,62.75805425643921,1288,618675712,2868903936,20
5,train,0.03908474088308684,0.9131994688085715,0.8959569197464826,0.9238712974806588,366.05006098747253,7460,2717357056,2868903936,20
5,val,0.0384362059138788,0.9164063172094162,0.8980733800743429,0.9281082838405995,62.01594400405884,1288,618675712,2868903936,20
6,train,0.038505212171545906,0.9141426920435892,0.8967842840077409,0.9248876634968203,366.8990013599396,7460,2717357056,2868903936,20
6,val,0.04406986524886785,0.8974074271124282,0.8904901445025241,0.9017758030924297,62.60154986381531,1288,618675712,2868903936,20
7,train,0.037340813624413376,0.9168382275995036,0.900201928104418,0.927119712230966,366.7407464981079,7460,2717357056,2868903936,20
7,val,0.03661439327825565,0.9185402582774937,0.9037616270328751,0.927920956067606,62.82251763343811,1288,618675712,2868903936,20
8,train,0.03669245193893868,0.9180176019717519,0.9020422197161788,0.9278866052050991,364.3832540512085,7460,2717357056,2868903936,20
8,val,0.037389425923727904,0.9182308322334615,0.9042942099066557,0.927148603439177,62.27855658531189,1288,618675712,2868903936,20
9,train,0.036350805083582335,0.9189739309642131,0.9032150481095786,0.9287033491915204,367.51452565193176,7460,2717357056,2868903936,20
9,val,0.038106076662071095,0.9174176707608683,0.8993649654193542,0.9289647749879194,62.26370620727539,1288,618675712,2868903936,20
10,train,0.03545894684373873,0.9204961271043027,0.904959015325734,0.9300896433095637,365.49082827568054,7460,2717357056,2868903936,20
10,val,0.04121533602510119,0.9126448252040916,0.8883950640570709,0.9283926307975255,62.447163105010986,1288,618675712,2868903936,20
11,train,0.03462946599008688,0.9220813437415283,0.9065530913756632,0.9316626870525218,366.99990701675415,7460,2717357056,2868903936,20
11,val,0.0396214225987606,0.9108156548994291,0.9034134452029491,0.9155221161139314,62.43624925613403,1288,618675712,2868903936,20
12,train,0.034416319149005024,0.9226222344812879,0.9074454970808435,0.9319893244416317,365.8883855342865,7460,2717357056,2868903936,20
12,val,0.03911716609509488,0.9124451449430616,0.9040974802973547,0.9177468510336037,63.012927532196045,1288,618675712,2868903936,20
13,train,0.03401279626871255,0.9234382212868588,0.9082182936239286,0.9328441304817688,364.7464089393616,7460,2717357056,2868903936,20
13,val,0.035845719932346295,0.9200845371895405,0.9068646039375647,0.9283928815842796,62.01017165184021,1288,618675712,2868903936,20
14,train,0.03341586551331271,0.9246322106657805,0.9097270246668365,0.9338245519077427,369.00848603248596,7460,2717357056,2868903936,20
14,val,0.03635236539682336,0.920414403762838,0.9059884815153653,0.9296093923887534,62.14534258842468,1288,618675712,2868903936,20
15,train,0.033680466279724194,0.9241242321091511,0.9091047173142044,0.9334089058057725,365.7379870414734,7460,2717357056,2868903936,20
15,val,0.03620437844985186,0.9208016343925743,0.9076200722367578,0.9291422591116927,62.53794312477112,1288,618675712,2868903936,20
16,train,0.03334424288677114,0.9248997592630327,0.9103938207758036,0.9338474143587352,367.32925391197205,7460,2717357056,2868903936,20
16,val,0.03557036527134889,0.9211565889245734,0.9080477938025514,0.9293373832536815,62.23864030838013,1288,618675712,2868903936,20
17,train,0.032065677522810726,0.9275155637267734,0.913461609578028,0.9361875881809716,366.612669467926,7460,2717357056,2868903936,20
17,val,0.03508380716903866,0.9225085492267593,0.9100830227041681,0.9303912661309979,63.03576707839966,1288,618675712,2868903936,20
18,train,0.031092559228796807,0.9294167677493562,0.9155082356060366,0.937992031614334,365.2603657245636,7460,2717357056,2868903936,20
18,val,0.03722416352736117,0.9174141195382608,0.9050073669821369,0.9251582407284641,62.60376238822937,1288,618675712,2868903936,20
19,train,0.031124345308034485,0.9293475289946647,0.9154936546519794,0.9378953159616243,367.2740330696106,7460,2717357056,2868903936,20
19,val,0.03599345368235295,0.9224640379414416,0.9099233373070001,0.9304002109868355,62.688506841659546,1288,618675712,2868903936,20
20,train,0.031170513596388366,0.929240299067341,0.9152126842659841,0.9378967809123049,366.87515234947205,7460,2717357056,2868903936,20
